# This is an exemplary isentrope for an opx mantle composition, exported
# from HeFESTo, for a surface adiabatic temperature of 1600 K. Temperature
# column contains entropy for this table.
#
# POINTS: 1401
# depth (m), pressure (Pa), entropy (J/kg/K), density (kg/m^3)
depth             pressure          temperature       density
2.66439e+06 1.226e+11 2534.05 5167.18
2.66617e+06 122700000000 2534.05 5168.09
2.66794e+06 1.228e+11 2534.05 5169.01
2.66972e+06 122900000000 2534.05 5169.92
2.67149e+06 123000000000 2534.05 5170.84
2.67324e+06 1.231e+11 2534.05 5171.75
2.67499e+06 123200000000 2534.05 5172.66
2.67674e+06 1.233e+11 2534.05 5173.58
2.67849e+06 123400000000 2534.05 5174.49
2.68024e+06 123500000000 2534.05 5175.4
2.68199e+06 1.236e+11 2534.05 5176.32
2.68373e+06 123700000000 2534.05 5177.23
2.68548e+06 1.238e+11 2534.05 5178.14
2.68723e+06 123900000000 2534.05 5179.05
2.68898e+06 124000000000 2534.05 5179.96
2.69073e+06 1.241e+11 2534.05 5180.87
2.69248e+06 124200000000 2534.05 5181.78
2.69423e+06 1.243e+11 2534.05 5182.69
2.69598e+06 124400000000 2534.05 5183.6
2.69773e+06 124500000000 2534.05 5184.51
2.69948e+06 1.246e+11 2534.05 5185.42
2.70123e+06 124700000000 2534.05 5186.33
2.70297e+06 1.248e+11 2534.05 5187.24
2.70472e+06 124900000000 2534.05 5188.15
2.70647e+06 125000000000 2534.05 5189.05
2.70822e+06 1.251e+11 2534.05 5189.96
2.70997e+06 125200000000 2534.05 5190.87
2.71172e+06 1.253e+11 2534.05 5191.78
2.71347e+06 125400000000 2534.05 5192.68
2.71522e+06 125500000000 2534.05 5193.59
2.71697e+06 1.256e+11 2534.05 5194.49
2.71872e+06 125700000000 2534.05 5195.4
2.72046e+06 1.258e+11 2534.05 5196.3
2.72221e+06 125900000000 2534.05 5197.21
2.72396e+06 126000000000 2534.05 5198.11
2.72571e+06 1.261e+11 2534.05 5199.02
2.72746e+06 126200000000 2534.05 5199.92
2.72921e+06 1.263e+11 2534.05 5200.83
2.73096e+06 126400000000 2534.05 5201.73
2.73271e+06 126500000000 2534.05 5202.63
2.73446e+06 1.266e+11 2534.05 5203.53
2.73621e+06 126700000000 2534.05 5204.44
2.73795e+06 1.268e+11 2534.05 5205.34
2.7397e+06 126900000000 2534.05 5206.24
2.74145e+06 127000000000 2534.05 5207.14
2.74318e+06 1.271e+11 2534.05 5208.04
2.74491e+06 127200000000 2534.05 5208.94
2.74664e+06 1.273e+11 2534.05 5209.84
2.74837e+06 127400000000 2534.05 5210.74
2.75011e+06 127500000000 2534.05 5211.64
2.75184e+06 1.276e+11 2534.05 5212.54
2.75357e+06 127700000000 2534.05 5213.44
2.7553e+06 1.278e+11 2534.05 5214.34
2.75703e+06 127900000000 2534.05 5215.24
2.75876e+06 128000000000 2534.05 5216.13
2.7605e+06 128100000000 2534.05 5217.03
2.76223e+06 1.282e+11 2534.05 5217.93
2.76396e+06 1.283e+11 2534.05 5218.83
2.76569e+06 128400000000 2534.05 5219.72
2.76742e+06 128500000000 2534.05 5220.62
2.76915e+06 128600000000 2534.05 5221.52
2.77088e+06 1.287e+11 2534.05 5222.41
2.77259e+06 1.288e+11 2534.05 5223.31
2.7743e+06 128900000000 2534.05 5224.2
2.77601e+06 129000000000 2534.05 5225.1
2.77772e+06 129100000000 2534.05 5225.99
2.77943e+06 1.292e+11 2534.05 5226.88
2.78113e+06 1.293e+11 2534.05 5227.78
2.78284e+06 129400000000 2534.05 5228.67
2.78455e+06 129500000000 2534.05 5229.57
2.78626e+06 129600000000 2534.05 5230.46
2.78796e+06 1.297e+11 2534.05 5231.35
2.78967e+06 1.298e+11 2534.05 5232.24
2.79138e+06 129900000000 2534.05 5233.13
2.79309e+06 130000000000 2534.05 5234.03
2.7948e+06 130100000000 2534.05 5234.92
2.7965e+06 1.302e+11 2534.05 5235.81
2.79821e+06 1.303e+11 2534.05 5236.7
2.79992e+06 130400000000 2534.05 5237.59
2.80163e+06 130500000000 2534.05 5238.48
2.80334e+06 130600000000 2534.05 5239.37
2.80504e+06 1.307e+11 2534.05 5240.26
2.80675e+06 1.308e+11 2534.05 5241.15
2.80846e+06 130900000000 2534.05 5242.04
2.81017e+06 131000000000 2534.05 5242.93
2.81187e+06 131100000000 2534.05 5243.81
2.81358e+06 1.312e+11 2534.05 5244.7
2.81529e+06 1.313e+11 2534.05 5245.59
2.817e+06 131400000000 2534.05 5246.48
2.81871e+06 131500000000 2534.05 5247.36
2.82041e+06 131600000000 2534.05 5248.25
2.82212e+06 1.317e+11 2534.05 5249.14
2.82383e+06 1.318e+11 2534.05 5250.02
2.82554e+06 131900000000 2534.05 5250.91
2.82725e+06 132000000000 2534.05 5251.79
2.82895e+06 132100000000 2534.05 5252.68
2.83066e+06 1.322e+11 2534.05 5253.56
2.83237e+06 1.323e+11 2534.05 5254.45
2.83408e+06 132400000000 2534.05 5255.33
2.83579e+06 132500000000 2534.05 5256.22
2.83749e+06 132600000000 2534.05 5257.1
2.8392e+06 1.327e+11 2534.05 5257.98
2.84091e+06 1.328e+11 2534.05 5258.87
2.84262e+06 132900000000 2534.05 5259.75
2.84432e+06 133000000000 2534.05 5260.63
2.84603e+06 133100000000 2534.05 5261.51
2.84774e+06 1.332e+11 2534.05 5262.39
2.84945e+06 1.333e+11 2534.05 5263.28
2.85116e+06 133400000000 2534.05 5264.16
2.85286e+06 133500000000 2534.05 5265.04
2.85457e+06 133600000000 2534.05 5265.92
2.85628e+06 1.337e+11 2534.05 5266.8
2.85799e+06 1.338e+11 2534.05 5267.68
2.8597e+06 133900000000 2534.05 5268.56
2.8614e+06 134000000000 2534.05 5269.44
2.86311e+06 134100000000 2534.05 5270.32
2.86482e+06 1.342e+11 2534.05 5271.19
2.86653e+06 1.343e+11 2534.05 5272.07
2.86823e+06 134400000000 2534.05 5272.95
2.86994e+06 134500000000 2534.05 5273.83
2.87164e+06 134600000000 2534.05 5274.71
2.87332e+06 1.347e+11 2534.05 5275.58
2.875e+06 1.348e+11 2534.05 5276.46
2.87669e+06 134900000000 2534.05 5277.34
2.87837e+06 135000000000 2534.05 5278.21
2.88005e+06 135100000000 2534.05 5279.09
2.88173e+06 1.352e+11 2534.05 5279.96
2.88342e+06 1.353e+11 2534.05 5280.84
2.8851e+06 135400000000 2534.05 5281.72
2.88678e+06 135500000000 2534.05 5282.59
2.88846e+06 135600000000 2534.05 5283.46
2.89014e+06 1.357e+11 2534.05 5284.34
2.89183e+06 1.358e+11 2534.05 5285.21
2.89351e+06 135900000000 2534.05 5286.09
2.89519e+06 136000000000 2534.05 5286.96
2.89687e+06 136100000000 2534.05 5287.83
2.89855e+06 1.362e+11 2534.05 5288.71
2.90024e+06 1.363e+11 2534.05 5289.58
2.90192e+06 136400000000 2534.05 5290.45
2.9036e+06 136500000000 2534.05 5291.32
2.90528e+06 136600000000 2534.05 5292.19
2.90696e+06 1.367e+11 2534.05 5293.06
2.90865e+06 1.368e+11 2534.05 5293.94
2.91033e+06 136900000000 2534.05 5294.81
2.91201e+06 137000000000 2534.05 5295.68
2.91369e+06 137100000000 2534.05 5296.55
2.91538e+06 1.372e+11 2534.05 5297.42
2.91706e+06 1.373e+11 2534.05 5298.29
2.91874e+06 137400000000 2534.05 5299.15
2.92042e+06 137500000000 2534.05 5300.02
2.9221e+06 137600000000 2534.05 5300.89
2.92379e+06 1.377e+11 2534.05 5301.76
2.92547e+06 137800000000 2534.05 5302.63
2.92715e+06 137900000000 2534.05 5303.5
2.92883e+06 138000000000 2534.05 5304.36
2.93051e+06 138100000000 2534.05 5305.23
2.9322e+06 1.382e+11 2534.05 5306.1
2.93388e+06 138300000000 2534.05 5306.96
2.93556e+06 138400000000 2534.05 5307.83
2.93724e+06 138500000000 2534.05 5308.7
2.93892e+06 138600000000 2534.05 5309.56
2.94061e+06 1.387e+11 2534.05 5310.43
2.94229e+06 138800000000 2534.05 5311.29
2.94397e+06 138900000000 2534.05 5312.16
2.94565e+06 139000000000 2534.05 5313.02
2.94733e+06 139100000000 2534.05 5313.89
2.94902e+06 1.392e+11 2534.05 5314.75
2.9507e+06 139300000000 2534.05 5315.61
2.95238e+06 139400000000 2534.05 5316.48
2.95406e+06 139500000000 2534.05 5317.34
2.95575e+06 139600000000 2534.05 5318.2
2.95743e+06 1.397e+11 2534.05 5319.07
2.95911e+06 139800000000 2534.05 5319.93
2.96079e+06 139900000000 2534.05 5320.79
2.96247e+06 140000000000 2534.05 5321.65
